datetime,latitude,longitude,depth,latitude_err,longitude_err,depth_err,type,deep_nest,comments,day,month
1974-04-10 00:05:00.000,0.5,47.3,1243.0,2.0,11.8,50.0,Deep Moonquake,203,,1974-04-10,1974-04
1974-04-11 03:57:00.000,23.7,-31.4,945.0,2.5,5.3,50.0,Deep Moonquake,20,INVERTED?,1974-04-11,1974-04
1974-04-11 17:18:00.000,,,,,,,,,NO SP,1974-04-11,1974-04
1974-04-11 17:53:00.000,,,,,,,Deep Moonquake,228,,1974-04-11,1974-04
1974-04-11 21:16:00.000,34.3,45.0,933.0,12.0,29.9,109.0,Deep Moonquake,231,(*) The source depth is assumed to be 933km,1974-04-11,1974-04
1974-04-13 04:13:00.000,,,,,,,,,,1974-04-13,1974-04
1974-04-13 09:18:00.000,,,,,,,Deep Moonquake,253,,1974-04-13,1974-04
1974-04-13 13:56:00.000,,,,,,,Deep Moonquake,418,,1974-04-13,1974-04
1974-04-13 16:25:00.000,,,,,,,,,,1974-04-13,1974-04
1974-04-13 20:17:00.000,,,,,,,,,,1974-04-13,1974-04
1974-04-13 23:49:00.000,5.1,115.8,877.0,2.6,9.3,112.0,Deep Moonquake,33,,1974-04-13,1974-04
1974-04-14 09:27:00.000,,,,,,,Deep Moonquake,228,,1974-04-14,1974-04
1974-04-14 11:19:00.000,,,,,,,,,,1974-04-14,1974-04
1974-04-14 12:38:00.000,,,,,,,,,,1974-04-14,1974-04
1974-04-14 17:53:00.000,,,,,,,,,,1974-04-14,1974-04
1974-04-14 20:38:00.000,,,,,,,,,,1974-04-14,1974-04
1974-04-15 01:42:00.000,,,,,,,,,,1974-04-15,1974-04
1974-04-15 06:37:00.000,12.3,37.7,1125.0,1.4,8.0,56.0,Deep Moonquake,51,,1974-04-15,1974-04
1974-04-15 08:33:00.000,,,,,,,Suspected Long-period Thermal Moonquake,503,,1974-04-15,1974-04
1974-04-15 15:37:00.000,,,,,,,,,,1974-04-15,1974-04
1974-04-16 11:44:00.000,,,,,,,Meteoroid Impact,,14SP=6,1974-04-16,1974-04
1974-04-16 14:40:00.000,,,,,,,,,,1974-04-16,1974-04
1974-04-16 16:14:00.000,,,,,,,Meteoroid Impact,,,1974-04-16,1974-04
1974-04-16 17:13:00.000,5.0,36.1,933.0,1.5,11.4,109.0,Deep Moonquake,35,(*) The source depth is assumed to be 933km,1974-04-16,1974-04
1974-04-16 17:58:00.000,,,,,,,,,,1974-04-16,1974-04
1974-04-16 20:13:00.000,,,,,,,,,,1974-04-16,1974-04
1974-04-16 20:58:00.000,,,,,,,Deep Moonquake,284,,1974-04-16,1974-04
1974-04-16 22:21:00.000,22.5,29.7,1343.0,5.5,10.7,82.0,Deep Moonquake,37,,1974-04-16,1974-04
1974-04-17 01:50:00.000,,,,,,,Deep Moonquake,43,,1974-04-17,1974-04
1974-04-17 03:57:00.000,,,,,,,Deep Moonquake,211,,1974-04-17,1974-04
1974-04-18 05:52:00.000,-7.1,15.3,933.0,3.5,4.0,109.0,Deep Moonquake,258,,1974-04-18,1974-04
1974-04-18 07:19:00.000,-9.5,-53.6,750.0,17.6,5.9,109.0,Deep Moonquake,59,(*) The source depth is assumed to be 750km,1974-04-18,1974-04
1974-04-18 16:32:00.000,,,,,,,Deep Moonquake,208,,1974-04-18,1974-04
1974-04-18 20:57:00.000,,,,,,,,,,1974-04-18,1974-04
1974-04-19 00:42:00.000,,,,,,,,,,1974-04-19,1974-04
1974-04-19 13:39:00.000,-37.0,42.0,100.0,,,,Shallow Moonquake,,"SPZ=4,6@14,16, The source position is decided by (Nakamura et al., 1979)",1974-04-19,1974-04
1974-04-19 15:40:00.000,-50.7,-21.4,933.0,7.9,5.5,109.0,Deep Moonquake,224,(*) The source depth is assumed to be 933km,1974-04-19,1974-04
1974-04-19 18:34:00.000,7.64,-34.55,0.0,,,,Meteoroid Impact,,14SP=5,1974-04-19,1974-04
1974-04-19 22:40:00.000,,,,,,,Deep Moonquake,417,,1974-04-19,1974-04
1974-04-19 23:44:00.000,-28.4,-66.6,933.0,8.9,9.2,109.0,Deep Moonquake,204,(*) The source depth is assumed to be 933km,1974-04-19,1974-04
1974-04-20 00:32:00.000,-15.7,-36.6,867.0,2.4,4.6,29.0,Deep Moonquake,1,,1974-04-20,1974-04
1974-04-20 05:39:00.000,,,,,,,,,,1974-04-20,1974-04
1974-04-20 08:54:00.000,-18.2,-50.8,1037.0,3.0,7.2,20.0,Deep Moonquake,21,,1974-04-20,1974-04
1974-04-20 09:13:00.000,,,,,,,Meteoroid Impact,,SP=6,1974-04-20,1974-04
1974-04-20 09:58:00.000,21.1,-44.0,908.0,1.7,5.6,28.0,Deep Moonquake,73,,1974-04-20,1974-04
1974-04-20 16:49:00.000,8.4,-64.0,968.0,1.8,4.7,18.0,Deep Moonquake,54,"The source position is decided by (Khan and Mosegaard, 2002)",1974-04-20,1974-04
1974-04-20 18:45:00.000,8.4,-64.0,968.0,1.8,4.7,18.0,Deep Moonquake,54,"The source position is decided by (Khan and Mosegaard, 2002)",1974-04-20,1974-04
1974-04-20 19:47:00.000,,,,,,,Deep Moonquake,104,,1974-04-20,1974-04
1974-04-20 21:28:00.000,-15.7,-36.6,867.0,2.4,4.6,29.0,Deep Moonquake,1,,1974-04-20,1974-04
1974-04-20 23:44:00.000,-2.4,-73.3,878.0,4.4,32.3,107.0,Deep Moonquake,218,,1974-04-20,1974-04
1974-04-21 01:17:00.000,,,,,,,Deep Moonquake,278,,1974-04-21,1974-04
1974-04-21 06:30:00.000,15.5,97.0,1141.0,2.4,12.3,74.0,Deep Moonquake,282,,1974-04-21,1974-04
1974-04-21 11:56:00.000,35.1,59.8,924.0,2.2,9.9,28.0,Deep Moonquake,25,,1974-04-21,1974-04
1974-04-21 13:10:00.000,50.2,60.2,908.0,2.9,12.0,37.0,Deep Moonquake,44,,1974-04-21,1974-04
1974-04-21 20:31:00.000,-53.2,-54.4,933.0,4.6,11.4,109.0,Deep Moonquake,281,(*) The source depth is assumed to be 933km,1974-04-21,1974-04
1974-04-21 21:42:00.000,,,,,,,,,,1974-04-21,1974-04
1974-04-22 02:07:00.000,22.2,-50.7,907.0,1.5,6.8,28.0,Deep Moonquake,42,,1974-04-22,1974-04
1974-04-22 03:16:00.000,50.2,60.2,908.0,2.9,12.0,37.0,Deep Moonquake,44,,1974-04-22,1974-04
1974-04-22 06:20:00.000,-6.0,-19.7,1037.0,2.4,3.6,68.0,Deep Moonquake,9,,1974-04-22,1974-04
1974-04-22 09:18:00.000,-2.0,32.2,920.0,4.2,17.1,184.0,Deep Moonquake,100,,1974-04-22,1974-04
1974-04-22 14:44:00.000,,,,,,,Deep Moonquake,104,,1974-04-22,1974-04
1974-04-22 15:43:00.000,8.7,-53.4,828.0,1.0,5.0,27.0,Deep Moonquake,50,,1974-04-22,1974-04
1974-04-22 19:19:00.000,24.1,-52.2,750.0,9.5,8.0,109.0,Deep Moonquake,60,(*) The source depth is assumed to be 750km,1974-04-22,1974-04
1974-04-23 01:35:00.000,,,,,,,Meteoroid Impact,,DISTANT,1974-04-23,1974-04
1974-04-25 00:36:00.000,-1.3,-10.3,867.0,1.2,1.5,66.0,Deep Moonquake,40,,1974-04-25,1974-04
1974-04-25 04:09:00.000,12.7,-35.7,931.0,1.2,4.8,39.0,Deep Moonquake,30,,1974-04-25,1974-04
1974-04-25 04:30:00.000,6.2,11.9,794.0,0.6,1.8,64.0,Deep Moonquake,96,,1974-04-25,1974-04
1974-04-25 13:20:00.000,13.8,-29.2,847.0,1.3,3.9,45.0,Deep Moonquake,41,,1974-04-25,1974-04
1974-04-25 18:37:00.000,,,,,,,,,,1974-04-25,1974-04
1974-04-26 00:02:00.000,,,,,,,Meteoroid Impact,,DIST N OF 15,1974-04-26,1974-04
1974-04-26 06:00:00.000,,,,,,,Deep Moonquake,210,,1974-04-26,1974-04
1974-04-26 09:18:00.000,23.7,-31.4,945.0,2.5,5.3,50.0,Deep Moonquake,20,,1974-04-26,1974-04
1974-04-27 11:34:00.000,,,,,,,Deep Moonquake,308,,1974-04-27,1974-04
1974-04-27 12:36:00.000,,,,,,,,,,1974-04-27,1974-04
1974-04-27 14:18:00.000,,,,,,,Meteoroid Impact,,,1974-04-27,1974-04
1974-04-27 19:52:00.000,,,,,,,Meteoroid Impact,,"C VERY CLOSE TO 16,",1974-04-27,1974-04
1974-04-27 22:22:00.000,,,,,,,Meteoroid Impact,,NEAR 14,1974-04-27,1974-04
1974-04-28 07:22:00.000,,,,,,,Meteoroid Impact,,"14SP=1,16SR@118 0452",1974-04-28,1974-04
1974-04-29 20:11:00.000,,,,,,,Meteoroid Impact,,,1974-04-29,1974-04
1974-05-02 14:50:00.000,-23.7,-35.5,1086.0,4.8,6.5,37.0,Deep Moonquake,8,,1974-05-02,1974-05
1974-05-04 22:12:00.000,-15.7,-36.6,867.0,2.4,4.6,29.0,Deep Moonquake,1,"OLD A45,INVERTED",1974-05-04,1974-05
1974-05-05 21:50:00.000,,,,,,,Meteoroid Impact,,,1974-05-05,1974-05
1974-05-06 00:51:00.000,1.0,2.8,919.0,1.7,1.5,170.0,Deep Moonquake,202,,1974-05-06,1974-05
1974-05-06 03:31:00.000,3.4,2.0,559.0,0.6,0.7,97.0,Deep Moonquake,259,,1974-05-06,1974-05
1974-05-06 11:30:00.000,5.0,36.1,933.0,1.5,11.4,109.0,Deep Moonquake,35,(*) The source depth is assumed to be 933km,1974-05-06,1974-05
1974-05-06 14:33:00.000,,,,,,,,,,1974-05-06,1974-05
1974-05-07 00:42:00.000,,,,,,,Deep Moonquake,211,,1974-05-07,1974-05
1974-05-07 03:21:00.000,,,,,,,Deep Moonquake,311,,1974-05-07,1974-05
1974-05-07 11:41:00.000,0.5,47.3,1243.0,2.0,11.8,50.0,Deep Moonquake,203,,1974-05-07,1974-05
1974-05-07 19:49:00.000,-15.7,-36.6,867.0,2.4,4.6,29.0,Deep Moonquake,1,"OLD A46,INVERTED",1974-05-07,1974-05
1974-05-08 01:04:00.000,,,,,,,Deep Moonquake,43,,1974-05-08,1974-05
1974-05-08 02:35:00.000,,,,,,,,,,1974-05-08,1974-05
1974-05-08 09:49:00.000,23.7,-31.4,945.0,2.5,5.3,50.0,Deep Moonquake,20,,1974-05-08,1974-05
1974-05-08 10:33:00.000,,,,,,,Deep Moonquake,369,,1974-05-08,1974-05
1974-05-08 19:58:00.000,-15.7,-36.6,867.0,2.4,4.6,29.0,Deep Moonquake,1,,1974-05-08,1974-05
1974-05-09 06:08:00.000,34.3,45.0,933.0,12.0,29.9,109.0,Deep Moonquake,231,(*) The source depth is assumed to be 933km,1974-05-09,1974-05
1974-05-09 06:52:00.000,6.8,-7.2,971.0,0.7,1.3,77.0,Deep Moonquake,34,,1974-05-09,1974-05
1974-05-09 13:28:00.000,,,,,,,Meteoroid Impact,,,1974-05-09,1974-05
1974-05-10 06:44:00.000,0.5,47.3,1243.0,2.0,11.8,50.0,Deep Moonquake,203,,1974-05-10,1974-05
1974-05-10 10:53:00.000,,,,,,,Deep Moonquake,270,,1974-05-10,1974-05
1974-05-10 13:18:00.000,,,,,,,Deep Moonquake,31,,1974-05-10,1974-05
1974-05-10 17:33:00.000,,,,,,,,,,1974-05-10,1974-05
1974-05-10 18:06:00.000,,,,,,,,,,1974-05-10,1974-05
1974-05-11 05:09:00.000,,,,,,,,,,1974-05-11,1974-05
1974-05-11 06:55:00.000,7.8,43.3,1031.0,1.3,7.0,37.0,Deep Moonquake,38,,1974-05-11,1974-05
1974-05-13 06:19:00.000,,,,,,,,,,1974-05-13,1974-05
1974-05-13 09:17:00.000,,,,,,,,,,1974-05-13,1974-05
1974-05-13 13:27:00.000,12.3,37.7,1125.0,1.4,8.0,56.0,Deep Moonquake,51,,1974-05-13,1974-05
1974-05-13 21:18:00.000,,,,,,,,,,1974-05-13,1974-05
1974-05-14 02:55:00.000,,,,,,,,,,1974-05-14,1974-05
1974-05-14 03:35:00.000,0.5,47.3,1243.0,2.0,11.8,50.0,Deep Moonquake,203,,1974-05-14,1974-05
1974-05-14 03:52:00.000,,,,,,,,,,1974-05-14,1974-05
1974-05-14 09:38:00.000,22.5,29.7,1343.0,5.5,10.7,82.0,Deep Moonquake,37,,1974-05-14,1974-05
1974-05-14 10:53:00.000,-23.7,-35.5,1086.0,4.8,6.5,37.0,Deep Moonquake,8,,1974-05-14,1974-05
1974-05-14 11:49:00.000,,,,,,,,,,1974-05-14,1974-05
1974-05-14 18:26:00.000,,,,,,,,,,1974-05-14,1974-05
1974-05-14 18:34:00.000,,,,,,,,,,1974-05-14,1974-05
1974-05-15 01:08:00.000,,,,,,,,,,1974-05-15,1974-05
1974-05-15 08:52:00.000,0.5,47.3,1243.0,2.0,11.8,50.0,Deep Moonquake,203,,1974-05-15,1974-05
1974-05-15 12:49:00.000,,,,,,,Deep Moonquake,445,,1974-05-15,1974-05
1974-05-15 17:31:00.000,,,,,,,,,,1974-05-15,1974-05
1974-05-15 20:11:00.000,,,,,,,Deep Moonquake,284,,1974-05-15,1974-05
1974-05-16 01:00:00.000,,,,,,,,,,1974-05-16,1974-05
1974-05-16 02:32:00.000,,,,,,,,,,1974-05-16,1974-05
1974-05-16 13:13:00.000,-15.7,-36.6,867.0,2.4,4.6,29.0,Deep Moonquake,1,,1974-05-16,1974-05
1974-05-16 20:23:00.000,-9.5,-53.6,750.0,17.6,5.9,109.0,Deep Moonquake,59,(*) The source depth is assumed to be 750km,1974-05-16,1974-05
1974-05-16 22:04:00.000,-18.2,-50.8,1037.0,3.0,7.2,20.0,Deep Moonquake,21,,1974-05-16,1974-05
1974-05-17 00:08:00.000,-50.7,-21.4,933.0,7.9,5.5,109.0,Deep Moonquake,224,(*) The source depth is assumed to be 933km,1974-05-17,1974-05
1974-05-17 01:22:00.000,,,,,,,,,,1974-05-17,1974-05
1974-05-17 01:47:00.000,,,,,,,,,,1974-05-17,1974-05
1974-05-17 05:03:00.000,,,,,,,Deep Moonquake,104,,1974-05-17,1974-05
1974-05-17 05:29:00.000,,,,,,,,,,1974-05-17,1974-05
1974-05-17 06:48:00.000,,,,,,,,,,1974-05-17,1974-05
1974-05-17 08:26:00.000,-7.1,15.3,933.0,3.5,4.0,109.0,Deep Moonquake,258,,1974-05-17,1974-05
1974-05-17 11:38:00.000,-28.4,-66.6,933.0,8.9,9.2,109.0,Deep Moonquake,204,(*) The source depth is assumed to be 933km,1974-05-17,1974-05
1974-05-17 14:03:00.000,,,,,,,,,,1974-05-17,1974-05
1974-05-17 14:51:00.000,,,,,,,Deep Moonquake,104,,1974-05-17,1974-05
1974-05-17 18:38:00.000,7.5,6.3,1019.0,0.8,1.5,78.0,Deep Moonquake,16,,1974-05-17,1974-05
1974-05-17 20:27:00.000,36.8,21.2,1006.0,4.5,4.5,41.0,Deep Moonquake,234,,1974-05-17,1974-05
1974-05-18 06:35:00.000,8.4,-64.0,968.0,1.8,4.7,18.0,Deep Moonquake,54,"The source position is decided by (Khan and Mosegaard, 2002)",1974-05-18,1974-05
1974-05-18 10:21:00.000,,,,,,,Deep Moonquake,104,,1974-05-18,1974-05
1974-05-18 11:34:00.000,8.4,-64.0,968.0,1.8,4.7,18.0,Deep Moonquake,54,"The source position is decided by (Khan and Mosegaard, 2002)",1974-05-18,1974-05
1974-05-18 13:01:00.000,,,,,,,Deep Moonquake,344,,1974-05-18,1974-05
1974-05-18 13:21:00.000,15.5,97.0,1141.0,2.4,12.3,74.0,Deep Moonquake,282,,1974-05-18,1974-05
1974-05-18 15:28:00.000,,,,,,,Deep Moonquake,278,,1974-05-18,1974-05
1974-05-18 15:59:00.000,,,,,,,,,,1974-05-18,1974-05
1974-05-18 21:35:00.000,-35.7,-40.3,988.0,4.9,6.7,21.0,Deep Moonquake,10,,1974-05-18,1974-05
1974-05-18 22:43:00.000,22.2,-50.7,907.0,1.5,6.8,28.0,Deep Moonquake,42,,1974-05-18,1974-05
1974-05-19 03:15:00.000,50.2,60.2,908.0,2.9,12.0,37.0,Deep Moonquake,44,,1974-05-19,1974-05
1974-05-19 05:29:00.000,,,,,,,Deep Moonquake,23,,1974-05-19,1974-05
1974-05-19 15:04:00.000,-2.0,32.2,920.0,4.2,17.1,184.0,Deep Moonquake,100,,1974-05-19,1974-05
1974-05-19 15:22:00.000,24.1,-52.2,750.0,9.5,8.0,109.0,Deep Moonquake,60,(*) The source depth is assumed to be 750km,1974-05-19,1974-05
1974-05-19 16:53:00.000,-6.0,-19.7,1037.0,2.4,3.6,68.0,Deep Moonquake,9,,1974-05-19,1974-05
1974-05-19 19:16:00.000,,,,,,,Meteoroid Impact,,,1974-05-19,1974-05
1974-05-19 20:47:00.000,,,,,,,Deep Moonquake,444,,1974-05-19,1974-05
1974-05-19 23:17:00.000,50.2,60.2,908.0,2.9,12.0,37.0,Deep Moonquake,44,,1974-05-19,1974-05
1974-05-20 05:23:00.000,,,,,,,Deep Moonquake,426,,1974-05-20,1974-05
1974-05-20 06:13:00.000,,,,,,,Deep Moonquake,420,,1974-05-20,1974-05
1974-05-20 13:04:00.000,,,,,,,,,,1974-05-20,1974-05
1974-05-20 13:48:00.000,,,,,,,Deep Moonquake,422,,1974-05-20,1974-05
1974-05-20 22:44:00.000,-2.0,32.2,920.0,4.2,17.1,184.0,Deep Moonquake,100,,1974-05-20,1974-05
1974-05-20 23:25:00.000,-7.8,5.4,933.0,3.5,1.7,109.0,Deep Moonquake,236,,1974-05-20,1974-05
1974-05-21 01:30:00.000,,,,,,,Deep Moonquake,436,,1974-05-21,1974-05
1974-05-21 07:18:00.000,,,,,,,,,,1974-05-21,1974-05
1974-05-21 08:13:00.000,54.2,56.5,933.0,6.5,14.0,109.0,Deep Moonquake,286,,1974-05-21,1974-05
1974-05-21 09:16:00.000,,,,,,,Deep Moonquake,417,,1974-05-21,1974-05
1974-05-21 09:44:00.000,,,,,,,Meteoroid Impact,,GOOD SPZ - CLOSE,1974-05-21,1974-05
1974-05-21 11:56:00.000,,,,,,,Meteoroid Impact,,GOOD SPZ - CLOSE,1974-05-21,1974-05
1974-05-22 03:15:00.000,13.8,-29.2,847.0,1.3,3.9,45.0,Deep Moonquake,41,,1974-05-22,1974-05
1974-05-22 05:59:00.000,6.2,11.9,794.0,0.6,1.8,64.0,Deep Moonquake,96,,1974-05-22,1974-05
1974-05-22 08:07:00.000,-1.3,-10.3,867.0,1.2,1.5,66.0,Deep Moonquake,40,,1974-05-22,1974-05
1974-05-22 09:25:00.000,12.7,-35.7,931.0,1.2,4.8,39.0,Deep Moonquake,30,,1974-05-22,1974-05
1974-05-22 11:06:00.000,,,,,,,Meteoroid Impact,,GOOD SP,1974-05-22,1974-05
1974-05-22 14:09:00.000,,,,,,,,,,1974-05-22,1974-05
1974-05-22 15:44:00.000,,,,,,,Deep Moonquake,416,,1974-05-22,1974-05
1974-05-22 16:10:00.000,,,,,,,Deep Moonquake,439,,1974-05-22,1974-05
1974-05-22 20:17:00.000,7.0,8.3,1019.0,1.3,4.1,191.0,Deep Moonquake,243,,1974-05-22,1974-05
1974-05-22 21:21:00.000,,,,,,,Deep Moonquake,440,,1974-05-22,1974-05
1974-05-23 00:31:00.000,,,,,,,,,,1974-05-23,1974-05
1974-05-23 02:22:00.000,,,,,,,Deep Moonquake,225,,1974-05-23,1974-05
1974-05-23 06:08:00.000,23.7,-31.4,945.0,2.5,5.3,50.0,Deep Moonquake,20,,1974-05-23,1974-05
1974-05-23 07:14:00.000,,,,,,,Deep Moonquake,427,,1974-05-23,1974-05
1974-05-23 08:32:00.000,,,,,,,,,,1974-05-23,1974-05
1974-05-23 09:45:00.000,,,,,,,,,,1974-05-23,1974-05
1974-05-23 15:28:00.000,0.7,-3.9,747.0,0.7,0.6,62.0,Deep Moonquake,15,,1974-05-23,1974-05
1974-05-24 01:41:00.000,,,,,,,Deep Moonquake,308,,1974-05-24,1974-05
1974-05-24 18:31:00.000,,,,,,,,,,1974-05-24,1974-05
1974-05-25 00:01:00.000,,,,,,,Meteoroid Impact,,14SP=5,1974-05-25,1974-05
1974-05-25 01:29:00.000,58.6,54.2,1025.0,4.6,15.5,31.0,Deep Moonquake,242,,1974-05-25,1974-05
1974-05-25 04:50:00.000,,,,,,,Meteoroid Impact,,LARGE SPZ,1974-05-25,1974-05
1974-05-25 06:48:00.000,,,,,,,Meteoroid Impact,,LARGE SPZ,1974-05-25,1974-05
1974-05-26 04:15:00.000,,,,,,,Deep Moonquake,261,,1974-05-26,1974-05
1974-05-26 22:30:00.000,,,,,,,,,,1974-05-26,1974-05
1974-05-27 09:00:00.000,-50.7,-21.4,933.0,7.9,5.5,109.0,Deep Moonquake,224,"S.R. @16 147 1602, (*) The source depth is assumed to be 933km",1974-05-27,1974-05
1974-05-29 10:55:00.000,,,,,,,Meteoroid Impact,,"S.R. @15 149 0453,14SP=4",1974-05-29,1974-05
1974-05-29 20:45:00.000,,,,,,,Shallow Moonquake,,"SPZ=2,5@14,16",1974-05-29,1974-05
1974-05-30 05:52:00.000,,,,,,,,,S.R. @14 150 1210,1974-05-30,1974-05
1974-05-30 16:57:00.000,,,,,,,,,S.R. @12 150 1913,1974-05-30,1974-05
1974-05-31 11:48:00.000,-15.7,-36.6,867.0,2.4,4.6,29.0,Deep Moonquake,1,INVERTED,1974-05-31,1974-05
1974-05-31 14:30:00.000,,,,,,,Deep Moonquake,256,,1974-05-31,1974-05
1974-05-31 17:49:00.000,-2.0,32.2,920.0,4.2,17.1,184.0,Deep Moonquake,100,,1974-05-31,1974-05
1974-06-01 05:45:00.000,,,,,,,Mostly Short-period Event,,,1974-06-01,1974-06
1974-06-01 06:58:00.000,,,,,,,Meteoroid Impact,,C SP=5,1974-06-01,1974-06
1974-06-01 23:10:00.000,21.1,-44.0,908.0,1.7,5.6,28.0,Deep Moonquake,73,LIKE A 45,1974-06-01,1974-06
1974-06-02 01:08:00.000,-69.4,75.4,933.0,4.4,24.6,109.0,Deep Moonquake,241,(*) The source depth is assumed to be 933km,1974-06-02,1974-06
1974-06-02 08:21:00.000,,,,,,,Mostly Short-period Event,,,1974-06-02,1974-06
1974-06-02 15:40:00.000,,,,,,,Meteoroid Impact,,C NEAR 16,1974-06-02,1974-06
1974-06-02 20:20:00.000,,,,,,,Mostly Short-period Event,,,1974-06-02,1974-06
1974-06-03 22:57:00.000,0.5,47.3,1243.0,2.0,11.8,50.0,Deep Moonquake,203,,1974-06-03,1974-06
1974-06-04 01:03:00.000,,,,,,,Meteoroid Impact,,,1974-06-04,1974-06
1974-06-04 06:50:00.000,,,,,,,Meteoroid Impact,,,1974-06-04,1974-06
1974-06-04 09:48:00.000,,,,,,,Meteoroid Impact,,,1974-06-04,1974-06
1974-06-04 15:24:00.000,23.7,-31.4,945.0,2.5,5.3,50.0,Deep Moonquake,20,,1974-06-04,1974-06
1974-06-05 13:47:00.000,34.3,45.0,933.0,12.0,29.9,109.0,Deep Moonquake,231,(*) The source depth is assumed to be 933km,1974-06-05,1974-06
1974-06-05 17:30:00.000,-23.7,-35.5,1086.0,4.8,6.5,37.0,Deep Moonquake,8,,1974-06-05,1974-06
1974-06-06 11:54:00.000,43.5,55.5,844.0,2.9,9.5,33.0,Deep Moonquake,6,M?,1974-06-06,1974-06
1974-06-06 14:35:00.000,,,,,,,Deep Moonquake,270,C,1974-06-06,1974-06
1974-06-07 03:53:00.000,5.1,115.8,877.0,2.6,9.3,112.0,Deep Moonquake,33,,1974-06-07,1974-06
1974-06-07 17:15:00.000,,,,,,,Meteoroid Impact,,"GOOD SPZ,C",1974-06-07,1974-06
1974-06-08 10:38:00.000,,,,,,,Meteoroid Impact,,C,1974-06-08,1974-06
1974-06-09 16:11:00.000,,,,,,,Meteoroid Impact,,C SP=2,1974-06-09,1974-06
1974-06-09 18:24:00.000,,,,,,,Meteoroid Impact,,C DIST NO SP,1974-06-09,1974-06
1974-06-10 03:44:00.000,,,,,,,Meteoroid Impact,,"CLOSE TO 14, V STRONG SP",1974-06-10,1974-06
1974-06-11 16:27:00.000,,,,,,,,,,1974-06-11,1974-06
1974-06-12 15:01:00.000,,,,,,,,,,1974-06-12,1974-06
1974-06-13 07:16:00.000,,,,,,,Deep Moonquake,284,,1974-06-13,1974-06
1974-06-13 22:33:00.000,-7.1,15.3,933.0,3.5,4.0,109.0,Deep Moonquake,258,SUNSET AT 14,1974-06-13,1974-06
1974-06-14 08:05:00.000,-7.6,36.7,933.0,5.0,13.2,109.0,Deep Moonquake,267,,1974-06-14,1974-06
1974-06-14 17:02:00.000,,,,,,,Deep Moonquake,,,1974-06-14,1974-06
1974-06-15 13:21:00.000,22.2,-50.7,907.0,1.5,6.8,28.0,Deep Moonquake,42,,1974-06-15,1974-06
1974-06-15 18:12:00.000,,,,,,,Deep Moonquake,425,,1974-06-15,1974-06
1974-06-15 22:37:00.000,-2.0,32.2,920.0,4.2,17.1,184.0,Deep Moonquake,100,,1974-06-15,1974-06
1974-06-15 23:03:00.000,,,,,,,Meteoroid Impact,,,1974-06-15,1974-06
1974-06-16 00:21:00.000,50.2,60.2,908.0,2.9,12.0,37.0,Deep Moonquake,44,,1974-06-16,1974-06
1974-06-16 02:59:00.000,35.1,59.8,924.0,2.2,9.9,28.0,Deep Moonquake,25,,1974-06-16,1974-06
1974-06-16 07:01:00.000,,,,,,,Meteoroid Impact,,15 SP= 19MM,1974-06-16,1974-06
1974-06-16 09:38:00.000,-6.0,-19.7,1037.0,2.4,3.6,68.0,Deep Moonquake,9,,1974-06-16,1974-06
1974-06-16 11:38:00.000,50.2,60.2,908.0,2.9,12.0,37.0,Deep Moonquake,44,,1974-06-16,1974-06
1974-06-16 12:58:00.000,8.7,-53.4,828.0,1.0,5.0,27.0,Deep Moonquake,50,,1974-06-16,1974-06
1974-06-16 13:28:00.000,,,,,,,Deep Moonquake,426,,1974-06-16,1974-06
1974-06-16 14:08:00.000,,,,,,,Meteoroid Impact,,,1974-06-16,1974-06
1974-06-16 16:03:00.000,,,,,,,,,,1974-06-16,1974-06
1974-06-16 19:33:00.000,,,,,,,Meteoroid Impact,,15 SP = 21.0MM,1974-06-16,1974-06
1974-06-17 02:38:00.000,-8.4,17.9,989.0,2.4,3.8,71.0,Deep Moonquake,97,,1974-06-17,1974-06
1974-06-17 06:03:00.000,,,,,,,Deep Moonquake,422,,1974-06-17,1974-06
1974-06-17 14:42:00.000,,,,,,,,,,1974-06-17,1974-06
1974-06-17 20:28:00.000,54.2,56.5,933.0,6.5,14.0,109.0,Deep Moonquake,286,,1974-06-17,1974-06
1974-06-18 00:06:00.000,,,,,,,Meteoroid Impact,,,1974-06-18,1974-06
1974-06-18 03:12:00.000,36.1,-2.4,863.0,12.2,1.3,145.0,Deep Moonquake,223,,1974-06-18,1974-06
1974-06-18 21:09:00.000,13.8,-29.2,847.0,1.3,3.9,45.0,Deep Moonquake,41,,1974-06-18,1974-06
1974-06-19 02:43:00.000,-1.3,-10.3,867.0,1.2,1.5,66.0,Deep Moonquake,40,,1974-06-19,1974-06
1974-06-19 16:48:00.000,,,,,,,Meteoroid Impact,,14SP=23,1974-06-19,1974-06
1974-06-19 17:00:00.000,23.7,-31.4,945.0,2.5,5.3,50.0,Deep Moonquake,20,14 AMP EST,1974-06-19,1974-06
1974-06-19 18:12:00.000,-13.7,-21.6,764.0,3.9,4.5,81.0,Deep Moonquake,216,,1974-06-19,1974-06
1974-06-19 18:59:00.000,,,,,,,Meteoroid Impact,,15 SP = 11.0MM,1974-06-19,1974-06
1974-06-19 20:18:00.000,7.0,8.3,1019.0,1.3,4.1,191.0,Deep Moonquake,243,,1974-06-19,1974-06
1974-06-20 11:18:00.000,,,,,,,Deep Moonquake,268,,1974-06-20,1974-06
1974-06-20 12:57:00.000,,,,,,,Deep Moonquake,308,,1974-06-20,1974-06
