datetime,latitude,longitude,depth,latitude_err,longitude_err,depth_err,type,deep_nest,comments,day,month
1972-07-20 11:32:00.000,,,,,,,,,,1972-07-20,1972-07
1972-07-20 12:20:00.000,,,,,,,,,,1972-07-20,1972-07
1972-07-20 12:52:00.000,,,,,,,,,,1972-07-20,1972-07
1972-07-20 14:20:00.000,-2.4,-73.3,878.0,4.4,32.3,107.0,Deep Moonquake,218,,1972-07-20,1972-07
1972-07-20 16:28:00.000,,,,,,,,,,1972-07-20,1972-07
1972-07-20 17:50:00.000,,,,,,,Meteoroid Impact,,C,1972-07-20,1972-07
1972-07-20 20:40:00.000,13.8,-29.2,847.0,1.3,3.9,45.0,Deep Moonquake,41,,1972-07-20,1972-07
1972-07-20 21:55:00.000,,,,,,,Deep Moonquake,398,M?,1972-07-20,1972-07
1972-07-20 22:35:00.000,,,,,,,,,,1972-07-20,1972-07
1972-07-20 23:29:00.000,-26.5,-35.1,933.0,12.0,7.2,109.0,Deep Moonquake,209,(*) The source depth is assumed to be 933km,1972-07-20,1972-07
1972-07-20 23:51:00.000,-35.7,-40.3,988.0,4.9,6.7,21.0,Deep Moonquake,10,,1972-07-20,1972-07
1972-07-21 00:13:00.000,0.5,47.3,1243.0,2.0,11.8,50.0,Deep Moonquake,203,,1972-07-21,1972-07
1972-07-21 00:45:00.000,,,,,,,Deep Moonquake,415,,1972-07-21,1972-07
1972-07-21 02:08:00.000,,,,,,,,,,1972-07-21,1972-07
1972-07-21 03:15:00.000,54.2,56.5,933.0,6.5,14.0,109.0,Deep Moonquake,286,,1972-07-21,1972-07
1972-07-21 05:17:00.000,,,,,,,,,,1972-07-21,1972-07
1972-07-21 08:03:00.000,,,,,,,Meteoroid Impact,,14SP=4,1972-07-21,1972-07
1972-07-21 08:48:00.000,,,,,,,Meteoroid Impact,,,1972-07-21,1972-07
1972-07-21 10:10:00.000,34.8,63.0,1014.0,2.1,11.3,26.0,Deep Moonquake,70,,1972-07-21,1972-07
1972-07-21 10:45:00.000,25.0,43.6,944.0,2.7,7.3,38.0,Deep Moonquake,32,,1972-07-21,1972-07
1972-07-21 11:08:00.000,,,,,,,,,,1972-07-21,1972-07
1972-07-21 11:31:00.000,,,,,,,Mostly Short-period Event,,,1972-07-21,1972-07
1972-07-21 12:44:00.000,-40.6,-3.8,862.0,14.8,1.6,88.0,Deep Moonquake,201,,1972-07-21,1972-07
1972-07-21 13:22:00.000,25.5,-21.9,807.0,2.3,2.8,40.0,Deep Moonquake,17,,1972-07-21,1972-07
1972-07-21 14:42:00.000,,,,,,,Deep Moonquake,402,,1972-07-21,1972-07
1972-07-21 14:46:00.000,5.1,115.8,877.0,2.6,9.3,112.0,Deep Moonquake,33,,1972-07-21,1972-07
1972-07-21 15:21:00.000,-2.4,-73.3,878.0,4.4,32.3,107.0,Deep Moonquake,218,,1972-07-21,1972-07
1972-07-21 16:18:00.000,19.4,24.3,959.0,2.7,5.1,68.0,Deep Moonquake,246,,1972-07-21,1972-07
1972-07-21 16:49:00.000,23.7,-31.4,945.0,2.5,5.3,50.0,Deep Moonquake,20,,1972-07-21,1972-07
1972-07-21 18:11:00.000,,,,,,,Mostly Short-period Event,,,1972-07-21,1972-07
1972-07-21 18:22:00.000,,,,,,,,,,1972-07-21,1972-07
1972-07-21 18:44:00.000,,,,,,,Mostly Short-period Event,,,1972-07-21,1972-07
1972-07-21 18:52:00.000,,,,,,,,,,1972-07-21,1972-07
1972-07-21 19:21:00.000,,,,,,,,,,1972-07-21,1972-07
1972-07-21 21:05:00.000,,,,,,,Deep Moonquake,,,1972-07-21,1972-07
1972-07-21 23:25:00.000,-23.7,-35.5,1086.0,4.8,6.5,37.0,Deep Moonquake,8,,1972-07-21,1972-07
1972-07-22 01:12:00.000,,,,,,,Mostly Short-period Event,,,1972-07-22,1972-07
1972-07-22 04:12:00.000,19.4,24.3,959.0,2.7,5.1,68.0,Deep Moonquake,246,,1972-07-22,1972-07
1972-07-22 05:11:00.000,23.3,32.7,925.0,2.4,5.5,44.0,Deep Moonquake,18,,1972-07-22,1972-07
1972-07-22 07:55:00.000,,,,,,,,,,1972-07-22,1972-07
1972-07-22 09:17:00.000,,,,,,,Mostly Short-period Event,,,1972-07-22,1972-07
1972-07-22 10:45:00.000,42.9,110.9,933.0,3.7,14.2,109.0,Deep Moonquake,285,(*) The source depth is assumed to be 933km,1972-07-22,1972-07
1972-07-22 12:12:00.000,-2.9,-50.3,946.0,1.7,6.3,22.0,Deep Moonquake,3,,1972-07-22,1972-07
1972-07-22 14:00:00.000,,,,,,,Deep Moonquake,104,,1972-07-22,1972-07
1972-07-22 15:44:00.000,,,,,,,,,,1972-07-22,1972-07
1972-07-22 16:18:00.000,,,,,,,Suspected Long-period Thermal Moonquake,503,,1972-07-22,1972-07
1972-07-22 18:12:00.000,,,,,,,Mostly Short-period Event,,,1972-07-22,1972-07
1972-07-22 18:20:00.000,,,,,,,Deep Moonquake,211,,1972-07-22,1972-07
1972-07-22 18:42:00.000,23.7,-31.4,945.0,2.5,5.3,50.0,Deep Moonquake,20,,1972-07-22,1972-07
1972-07-22 20:43:00.000,,,,,,,Suspected Long-period Thermal Moonquake,502,,1972-07-22,1972-07
1972-07-22 22:42:00.000,,,,,,,Deep Moonquake,208,,1972-07-22,1972-07
1972-07-22 23:07:00.000,-23.7,-35.5,1086.0,4.8,6.5,37.0,Deep Moonquake,8,,1972-07-22,1972-07
1972-07-23 01:39:00.000,,,,,,,Suspected Long-period Thermal Moonquake,502,,1972-07-23,1972-07
1972-07-23 01:55:00.000,,,,,,,,,,1972-07-23,1972-07
1972-07-23 04:27:00.000,,,,,,,Deep Moonquake,264,,1972-07-23,1972-07
1972-07-23 07:09:00.000,,,,,,,,,,1972-07-23,1972-07
1972-07-23 08:55:00.000,36.8,21.2,1006.0,4.5,4.5,41.0,Deep Moonquake,234,,1972-07-23,1972-07
1972-07-23 09:09:00.000,-35.7,-40.3,988.0,4.9,6.7,21.0,Deep Moonquake,10,,1972-07-23,1972-07
1972-07-23 12:28:00.000,-25.2,-37.6,928.0,0.9,1.2,13.0,Deep Moonquake,14,"The source position is decided by (Khan and Mosegaard, 2002)",1972-07-23,1972-07
1972-07-23 12:50:00.000,,,,,,,Deep Moonquake,399,,1972-07-23,1972-07
1972-07-23 14:58:00.000,23.7,-31.4,945.0,2.5,5.3,50.0,Deep Moonquake,20,,1972-07-23,1972-07
1972-07-23 17:14:00.000,-15.7,-36.6,867.0,2.4,4.6,29.0,Deep Moonquake,1,,1972-07-23,1972-07
1972-07-23 19:19:00.000,,,,,,,Suspected Long-period Thermal Moonquake,502,,1972-07-23,1972-07
1972-07-23 19:40:00.000,,,,,,,,,,1972-07-23,1972-07
1972-07-23 20:01:00.000,,,,,,,,,,1972-07-23,1972-07
1972-07-23 20:20:00.000,27.5,-4.6,1058.0,4.7,1.9,74.0,Deep Moonquake,36,,1972-07-23,1972-07
1972-07-23 20:56:00.000,-2.0,32.2,920.0,4.2,17.1,184.0,Deep Moonquake,100,,1972-07-23,1972-07
1972-07-23 22:15:00.000,-26.5,-35.1,933.0,12.0,7.2,109.0,Deep Moonquake,209,(*) The source depth is assumed to be 933km,1972-07-23,1972-07
1972-07-24 00:55:00.000,,,,,,,,,,1972-07-24,1972-07
1972-07-24 02:02:00.000,,,,,,,Suspected Long-period Thermal Moonquake,502,,1972-07-24,1972-07
1972-07-24 03:20:00.000,,,,,,,Deep Moonquake,284,,1972-07-24,1972-07
1972-07-24 04:39:00.000,,,,,,,Deep Moonquake,425,,1972-07-24,1972-07
1972-07-24 05:39:00.000,,,,,,,Meteoroid Impact,,,1972-07-24,1972-07
1972-07-24 08:58:00.000,,,,,,,,,,1972-07-24,1972-07
1972-07-24 09:15:00.000,,,,,,,,,,1972-07-24,1972-07
1972-07-24 09:31:00.000,,,,,,,,,,1972-07-24,1972-07
1972-07-24 13:16:00.000,23.3,32.7,925.0,2.4,5.5,44.0,Deep Moonquake,18,,1972-07-24,1972-07
1972-07-24 14:39:00.000,,,,,,,,,,1972-07-24,1972-07
1972-07-24 14:58:00.000,,,,,,,Meteoroid Impact,,,1972-07-24,1972-07
1972-07-24 15:18:00.000,,,,,,,,,,1972-07-24,1972-07
1972-07-24 15:40:00.000,,,,,,,Suspected Long-period Thermal Moonquake,502,,1972-07-24,1972-07
1972-07-24 16:11:00.000,,,,,,,Meteoroid Impact,,,1972-07-24,1972-07
1972-07-24 17:48:00.000,,,,,,,,,,1972-07-24,1972-07
1972-07-24 18:15:00.000,-18.2,-50.8,1037.0,3.0,7.2,20.0,Deep Moonquake,21,,1972-07-24,1972-07
1972-07-24 20:31:00.000,,,,,,,Deep Moonquake,,,1972-07-24,1972-07
1972-07-24 21:13:00.000,,,,,,,Deep Moonquake,,,1972-07-24,1972-07
1972-07-24 21:18:00.000,,,,,,,Suspected Long-period Thermal Moonquake,502,,1972-07-24,1972-07
1972-07-25 00:45:00.000,,,,,,,,,,1972-07-25,1972-07
1972-07-25 01:26:00.000,,,,,,,Deep Moonquake,,,1972-07-25,1972-07
1972-07-25 01:41:00.000,,,,,,,Deep Moonquake,,,1972-07-25,1972-07
1972-07-25 04:30:00.000,23.3,32.7,925.0,2.4,5.5,44.0,Deep Moonquake,18,,1972-07-25,1972-07
1972-07-25 05:25:00.000,-2.4,-73.3,878.0,4.4,32.3,107.0,Deep Moonquake,218,,1972-07-25,1972-07
1972-07-25 05:54:00.000,-28.4,-66.6,933.0,8.9,9.2,109.0,Deep Moonquake,204,(*) The source depth is assumed to be 933km,1972-07-25,1972-07
1972-07-25 09:20:00.000,,,,,,,Deep Moonquake,,,1972-07-25,1972-07
1972-07-25 11:10:00.000,-15.7,-36.6,867.0,2.4,4.6,29.0,Deep Moonquake,1,,1972-07-25,1972-07
1972-07-25 11:58:00.000,,,,,,,,,,1972-07-25,1972-07
1972-07-25 13:32:00.000,,,,,,,Deep Moonquake,227,,1972-07-25,1972-07
1972-07-25 14:40:00.000,-26.5,-35.1,933.0,12.0,7.2,109.0,Deep Moonquake,209,(*) The source depth is assumed to be 933km,1972-07-25,1972-07
1972-07-25 15:40:00.000,,,,,,,Mostly Short-period Event,,,1972-07-25,1972-07
1972-07-25 16:26:00.000,26.3,20.0,831.0,8.7,9.8,169.0,Deep Moonquake,238,,1972-07-25,1972-07
1972-07-25 21:39:00.000,22.5,29.7,1343.0,5.5,10.7,82.0,Deep Moonquake,37,,1972-07-25,1972-07
1972-07-25 22:05:00.000,,,,,,,,,,1972-07-25,1972-07
1972-07-25 23:45:00.000,-23.7,-35.5,1086.0,4.8,6.5,37.0,Deep Moonquake,8,,1972-07-25,1972-07
1972-07-26 00:02:00.000,12.3,37.7,1125.0,1.4,8.0,56.0,Deep Moonquake,51,C?,1972-07-26,1972-07
1972-07-26 01:39:00.000,,,,,,,Deep Moonquake,,,1972-07-26,1972-07
1972-07-26 03:05:00.000,,,,,,,Mostly Short-period Event,,,1972-07-26,1972-07
1972-07-26 03:33:00.000,,,,,,,,,,1972-07-26,1972-07
1972-07-26 10:59:00.000,,,,,,,Mostly Short-period Event,,ECLIPSE 0505-0755,1972-07-26,1972-07
1972-07-26 14:18:00.000,,,,,,,Special Type,,X=THML EVNT DUE TO ECLPS,1972-07-26,1972-07
1972-07-26 14:20:00.000,,,,,,,Special Type,,,1972-07-26,1972-07
1972-07-26 15:58:00.000,,,,,,,Special Type,,,1972-07-26,1972-07
1972-07-26 16:47:00.000,,,,,,,Mostly Short-period Event,,,1972-07-26,1972-07
1972-07-26 16:52:00.000,,,,,,,,,,1972-07-26,1972-07
1972-07-26 18:01:00.000,,,,,,,Special Type,,,1972-07-26,1972-07
1972-07-26 19:28:00.000,-28.4,-66.6,933.0,8.9,9.2,109.0,Deep Moonquake,204,(*) The source depth is assumed to be 933km,1972-07-26,1972-07
1972-07-26 20:05:00.000,,,,,,,Special Type,,,1972-07-26,1972-07
1972-07-26 20:49:00.000,,,,,,,Mostly Short-period Event,,,1972-07-26,1972-07
1972-07-26 21:46:00.000,,,,,,,,,,1972-07-26,1972-07
1972-07-26 22:05:00.000,0.5,47.3,1243.0,2.0,11.8,50.0,Deep Moonquake,203,C?,1972-07-26,1972-07
1972-07-26 22:15:00.000,,,,,,,Special Type,,,1972-07-26,1972-07
1972-07-26 23:36:00.000,,,,,,,,,,1972-07-26,1972-07
1972-07-27 00:04:00.000,,,,,,,Meteoroid Impact,,,1972-07-27,1972-07
1972-07-27 00:13:00.000,-15.7,-36.6,867.0,2.4,4.6,29.0,Deep Moonquake,1,,1972-07-27,1972-07
1972-07-27 00:37:00.000,,,,,,,,,,1972-07-27,1972-07
1972-07-27 01:08:00.000,-15.7,-36.6,867.0,2.4,4.6,29.0,Deep Moonquake,1,,1972-07-27,1972-07
1972-07-27 02:05:00.000,,,,,,,Special Type,,,1972-07-27,1972-07
1972-07-27 03:08:00.000,,,,,,,Special Type,,,1972-07-27,1972-07
1972-07-27 05:42:00.000,,,,,,,Special Type,,,1972-07-27,1972-07
1972-07-27 08:28:00.000,,,,,,,Deep Moonquake,,,1972-07-27,1972-07
1972-07-27 10:54:00.000,-25.2,-37.6,928.0,0.9,1.2,13.0,Deep Moonquake,14,"The source position is decided by (Khan and Mosegaard, 2002)",1972-07-27,1972-07
1972-07-27 11:13:00.000,,,,,,,Special Type,,,1972-07-27,1972-07
1972-07-27 14:38:00.000,,,,,,,Deep Moonquake,,,1972-07-27,1972-07
1972-07-27 16:43:00.000,,,,,,,Deep Moonquake,,,1972-07-27,1972-07
1972-07-27 16:58:00.000,,,,,,,Mostly Short-period Event,,,1972-07-27,1972-07
1972-07-27 18:14:00.000,,,,,,,Special Type,,,1972-07-27,1972-07
1972-07-28 02:23:00.000,,,,,,,Meteoroid Impact,,,1972-07-28,1972-07
1972-07-28 11:33:00.000,,,,,,,,,C,1972-07-28,1972-07
1972-07-28 13:14:00.000,-25.2,-37.6,928.0,0.9,1.2,13.0,Deep Moonquake,14,"SIM TO A14, The source position is decided by (Khan and Mosegaard, 2002)",1972-07-28,1972-07
1972-07-28 13:25:00.000,,,,,,,Meteoroid Impact,,C,1972-07-28,1972-07
1972-07-28 14:42:00.000,,,,,,,,,,1972-07-28,1972-07
1972-07-29 13:32:00.000,,,,,,,,,,1972-07-29,1972-07
1972-07-29 15:05:00.000,27.7,34.4,974.0,3.0,6.4,42.0,Deep Moonquake,19,"S@ 14,15,16",1972-07-29,1972-07
1972-07-30 01:51:00.000,26.7,5.2,933.0,5.6,2.1,109.0,Deep Moonquake,239,(*) The source depth is assumed to be 933km,1972-07-30,1972-07
1972-07-30 02:51:00.000,,,,,,,,,,1972-07-30,1972-07
1972-07-30 03:18:00.000,,,,,,,Meteoroid Impact,,14SPZ CLIPPED,1972-07-30,1972-07
1972-07-30 15:33:00.000,,,,,,,Meteoroid Impact,,C,1972-07-30,1972-07
1972-07-31 18:08:00.000,29.0,-6.3,0.0,1.5,1.5,,Meteoroid Impact,,15 AMP ESTIMATED,1972-07-31,1972-07
1972-07-31 23:18:00.000,,,,,,,,,,1972-07-31,1972-07
1972-08-01 06:16:00.000,43.5,55.5,844.0,2.9,9.5,33.0,Deep Moonquake,6,,1972-08-01,1972-08
1972-08-01 15:19:00.000,,,,,,,,,,1972-08-01,1972-08
1972-08-01 16:12:00.000,,,,,,,Deep Moonquake,90,T04L,1972-08-01,1972-08
1972-08-01 19:04:00.000,,,,,,,Deep Moonquake,430,,1972-08-01,1972-08
1972-08-01 22:49:00.000,,,,,,,Deep Moonquake,,,1972-08-01,1972-08
1972-08-02 01:26:00.000,,,,,,,Meteoroid Impact,,C DIST,1972-08-02,1972-08
1972-08-02 03:57:00.000,,,,,,,Deep Moonquake,409,,1972-08-02,1972-08
1972-08-02 05:15:00.000,,,,,,,,,M ?,1972-08-02,1972-08
1972-08-02 06:49:00.000,,,,,,,,,15SS @ 215/0800,1972-08-02,1972-08
1972-08-02 13:13:00.000,,,,,,,,,,1972-08-02,1972-08
1972-08-02 14:16:00.000,-1.3,-10.3,867.0,1.2,1.5,66.0,Deep Moonquake,40,"S-P=2M@16,S@12,14",1972-08-02,1972-08
1972-08-02 19:15:00.000,,,,,,,Deep Moonquake,424,,1972-08-02,1972-08
1972-08-02 19:31:00.000,5.0,36.1,933.0,1.5,11.4,109.0,Deep Moonquake,35,(*) The source depth is assumed to be 933km,1972-08-02,1972-08
1972-08-02 19:49:00.000,,,,,,,,,,1972-08-02,1972-08
1972-08-03 03:52:00.000,,,,,,,Mostly Short-period Event,,14SS @216/2000,1972-08-03,1972-08
1972-08-03 21:17:00.000,6.2,11.9,794.0,0.6,1.8,64.0,Deep Moonquake,96,L,1972-08-03,1972-08
1972-08-03 22:32:00.000,,,,,,,Deep Moonquake,,S@14,1972-08-03,1972-08
1972-08-03 23:53:00.000,,,,,,,Deep Moonquake,412,L,1972-08-03,1972-08
1972-08-04 00:02:00.000,9.2,17.5,1187.0,1.5,4.9,87.0,Deep Moonquake,11,L,1972-08-04,1972-08
1972-08-04 02:37:00.000,,,,,,,Deep Moonquake,256,L 12SS @ 217/0230,1972-08-04,1972-08
1972-08-04 04:19:00.000,,,,,,,Deep Moonquake,412,L,1972-08-04,1972-08
1972-08-04 04:50:00.000,,,,,,,Deep Moonquake,434,,1972-08-04,1972-08
1972-08-04 08:23:00.000,,,,,,,Deep Moonquake,412,L,1972-08-04,1972-08
1972-08-04 12:47:00.000,,,,,,,Deep Moonquake,,L,1972-08-04,1972-08
1972-08-04 13:31:00.000,25.0,43.6,944.0,2.7,7.3,38.0,Deep Moonquake,32,L,1972-08-04,1972-08
1972-08-04 13:40:00.000,13.8,-29.2,847.0,1.3,3.9,45.0,Deep Moonquake,41,"S@12?,14,16",1972-08-04,1972-08
1972-08-04 14:58:00.000,,,,,,,Deep Moonquake,348,"SIM TO A15 ,S@14",1972-08-04,1972-08
1972-08-04 16:23:00.000,-23.7,-35.5,1086.0,4.8,6.5,37.0,Deep Moonquake,8,,1972-08-04,1972-08
1972-08-04 17:38:00.000,-3.4,12.5,933.0,2.5,3.1,109.0,Deep Moonquake,249,"S@14,15?,16, (*) The source depth is assumed to be 933k",1972-08-04,1972-08
1972-08-04 20:26:00.000,,,,,,,Deep Moonquake,221,,1972-08-04,1972-08
1972-08-05 01:37:00.000,,,,,,,Deep Moonquake,284,,1972-08-05,1972-08
1972-08-05 05:20:00.000,-23.7,-35.5,1086.0,4.8,6.5,37.0,Deep Moonquake,8,,1972-08-05,1972-08
1972-08-05 06:47:00.000,10.0,22.8,989.0,1.1,4.2,69.0,Deep Moonquake,99,,1972-08-05,1972-08
1972-08-05 07:49:00.000,0.7,-3.9,747.0,0.7,0.6,62.0,Deep Moonquake,15,"S@12,14,15,16",1972-08-05,1972-08
1972-08-05 09:17:00.000,,,,,,,Deep Moonquake,,,1972-08-05,1972-08
1972-08-05 09:57:00.000,1.4,15.0,933.0,1.6,3.7,109.0,Deep Moonquake,255,S@16,1972-08-05,1972-08
1972-08-05 10:11:00.000,,,,,,,Deep Moonquake,289,REAL?,1972-08-05,1972-08
1972-08-05 11:10:00.000,,,,,,,,,,1972-08-05,1972-08
1972-08-05 12:57:00.000,14.3,5.2,1122.0,2.6,2.0,90.0,Deep Moonquake,26,"S@14,15,16,(SMALL MQ)",1972-08-05,1972-08
1972-08-05 14:26:00.000,,,,,,,Deep Moonquake,256,S@16,1972-08-05,1972-08
1972-08-05 16:52:00.000,,,,,,,Deep Moonquake,425,,1972-08-05,1972-08
1972-08-05 17:09:00.000,,,,,,,,,,1972-08-05,1972-08
1972-08-05 18:04:00.000,,,,,,,,,,1972-08-05,1972-08
1972-08-05 19:19:00.000,,,,,,,,,,1972-08-05,1972-08
1972-08-05 21:30:00.000,1.0,2.8,919.0,1.7,1.5,170.0,Deep Moonquake,202,,1972-08-05,1972-08
1972-08-05 22:35:00.000,23.7,-31.4,945.0,2.5,5.3,50.0,Deep Moonquake,20,"S@12,14,16,P@14?",1972-08-05,1972-08
1972-08-06 10:00:00.000,-50.0,53.2,933.0,7.5,12.2,109.0,Deep Moonquake,272,(*) The source depth is assumed to be 933km,1972-08-06,1972-08
1972-08-06 14:27:00.000,,,,,,,Deep Moonquake,431,,1972-08-06,1972-08
1972-08-06 15:20:00.000,-6.0,-19.7,1037.0,2.4,3.6,68.0,Deep Moonquake,9,,1972-08-06,1972-08
1972-08-06 16:30:00.000,,,,,,,Deep Moonquake,412,,1972-08-06,1972-08
1972-08-06 18:40:00.000,12.7,-35.7,931.0,1.2,4.8,39.0,Deep Moonquake,30,"S@12,14,16,S-P=2M@14",1972-08-06,1972-08
1972-08-06 22:42:00.000,,,,,,,,,,1972-08-06,1972-08
1972-08-07 01:57:00.000,53.4,60.9,1077.0,15.2,66.1,32.0,Deep Moonquake,29,S@14,1972-08-07,1972-08
1972-08-07 03:59:00.000,,,,,,,Deep Moonquake,339,,1972-08-07,1972-08
1972-08-07 05:43:00.000,,,,,,,Deep Moonquake,,,1972-08-07,1972-08
1972-08-07 06:45:00.000,,,,,,,,,,1972-08-07,1972-08
1972-08-07 11:09:00.000,,,,,,,Deep Moonquake,,S@14,1972-08-07,1972-08
1972-08-07 11:21:00.000,,,,,,,Deep Moonquake,256,,1972-08-07,1972-08
1972-08-07 18:39:00.000,15.5,55.6,755.0,1.2,7.5,44.0,Deep Moonquake,114,,1972-08-07,1972-08
1972-08-07 19:23:00.000,24.1,26.1,933.0,5.1,8.2,109.0,Deep Moonquake,233,(*) The source depth is assumed to be 933km,1972-08-07,1972-08
1972-08-07 19:46:00.000,,,,,,,,,,1972-08-07,1972-08
1972-08-07 21:30:00.000,,,,,,,,,,1972-08-07,1972-08
1972-08-07 22:26:00.000,6.8,-7.2,971.0,0.7,1.3,77.0,Deep Moonquake,34,"S@12,14,16;S-P=2M@14",1972-08-07,1972-08
1972-08-07 23:58:00.000,,,,,,,,,,1972-08-07,1972-08
1972-08-08 04:13:00.000,,,,,,,,,,1972-08-08,1972-08
1972-08-08 11:27:00.000,,,,,,,Deep Moonquake,438,,1972-08-08,1972-08
1972-08-08 12:45:00.000,,,,,,,,,,1972-08-08,1972-08
1972-08-08 14:03:00.000,,,,,,,,,,1972-08-08,1972-08
1972-08-08 18:07:00.000,-40.6,-3.8,862.0,14.8,1.6,88.0,Deep Moonquake,201,"S@12,14,16",1972-08-08,1972-08
1972-08-08 19:05:00.000,,,,,,,,,,1972-08-08,1972-08
1972-08-08 19:43:00.000,,,,,,,,,,1972-08-08,1972-08
1972-08-08 21:30:00.000,,,,,,,,,,1972-08-08,1972-08
1972-08-08 22:41:00.000,,,,,,,,,,1972-08-08,1972-08
1972-08-09 02:03:00.000,,,,,,,,,,1972-08-09,1972-08
1972-08-09 06:30:00.000,35.1,59.8,924.0,2.2,9.9,28.0,Deep Moonquake,25,,1972-08-09,1972-08
1972-08-09 08:08:00.000,,,,,,,,,,1972-08-09,1972-08
1972-08-09 10:48:00.000,-6.0,-19.7,1037.0,2.4,3.6,68.0,Deep Moonquake,9,,1972-08-09,1972-08
1972-08-09 12:17:00.000,,,,,,,,,,1972-08-09,1972-08
1972-08-09 16:55:00.000,,,,,,,,,,1972-08-09,1972-08
1972-08-09 20:07:00.000,,,,,,,Meteoroid Impact,,DIST  (LONG R.T.),1972-08-09,1972-08
1972-08-10 02:58:00.000,,,,,,,Deep Moonquake,229,,1972-08-10,1972-08
1972-08-10 05:58:00.000,,,,,,,Deep Moonquake,75,,1972-08-10,1972-08
1972-08-10 07:10:00.000,,,,,,,Deep Moonquake,273,,1972-08-10,1972-08
1972-08-10 11:30:00.000,,,,,,,,,EVENT ?,1972-08-10,1972-08
1972-08-10 11:47:00.000,35.1,59.8,924.0,2.2,9.9,28.0,Deep Moonquake,25,,1972-08-10,1972-08
1972-08-10 18:48:00.000,,,,,,,,,EVENT ?,1972-08-10,1972-08
1972-08-10 22:10:00.000,,,,,,,,,,1972-08-10,1972-08
1972-08-10 23:00:00.000,,,,,,,,,,1972-08-10,1972-08
1972-08-11 00:39:00.000,,,,,,,,,,1972-08-11,1972-08
1972-08-11 02:15:00.000,,,,,,,Meteoroid Impact,,"C,SPZ CLIPPED",1972-08-11,1972-08
1972-08-11 03:22:00.000,,,,,,,,,C ?,1972-08-11,1972-08
1972-08-11 04:12:00.000,,,,,,,,,,1972-08-11,1972-08
1972-08-11 04:50:00.000,,,,,,,,,M ?,1972-08-11,1972-08
1972-08-11 09:45:00.000,,,,,,,Meteoroid Impact,,,1972-08-11,1972-08
1972-08-11 10:24:00.000,,,,,,,,,,1972-08-11,1972-08
1972-08-11 13:21:00.000,,,,,,,Meteoroid Impact,,,1972-08-11,1972-08
1972-08-11 17:20:00.000,,,,,,,,,,1972-08-11,1972-08
1972-08-11 20:28:00.000,,,,,,,,,C ?,1972-08-11,1972-08
1972-08-12 07:07:00.000,,,,,,,Deep Moonquake,226,,1972-08-12,1972-08
1972-08-12 19:10:00.000,,,,,,,,,,1972-08-12,1972-08
1972-08-13 03:53:00.000,,,,,,,,,,1972-08-13,1972-08
1972-08-13 16:43:00.000,,,,,,,,,,1972-08-13,1972-08
1972-08-13 21:08:00.000,,,,,,,,,,1972-08-13,1972-08
1972-08-14 01:43:00.000,,,,,,,Meteoroid Impact,,,1972-08-14,1972-08
1972-08-14 01:59:00.000,,,,,,,Meteoroid Impact,,"C,CLOSE TO STA16,16SPZ=24MM",1972-08-14,1972-08
1972-08-14 04:31:00.000,,,,,,,,,,1972-08-14,1972-08
1972-08-14 15:17:00.000,-16.9,-14.6,933.0,4.5,1.8,6.0,Deep Moonquake,39,"The source position is decided by (Khan and Mosegaard, 2002)",1972-08-14,1972-08
1972-08-14 22:21:00.000,,,,,,,,,,1972-08-14,1972-08
1972-08-15 00:13:00.000,,,,,,,,,,1972-08-15,1972-08
1972-08-15 00:49:00.000,,,,,,,Deep Moonquake,349,,1972-08-15,1972-08
1972-08-15 03:10:00.000,,,,,,,,,,1972-08-15,1972-08
1972-08-15 03:23:00.000,,,,,,,Meteoroid Impact,,C,1972-08-15,1972-08
1972-08-15 07:32:00.000,,,,,,,Deep Moonquake,289,C ?,1972-08-15,1972-08
1972-08-15 08:48:00.000,,,,,,,Meteoroid Impact,,C,1972-08-15,1972-08
1972-08-15 09:38:00.000,,,,,,,,,C ?,1972-08-15,1972-08
1972-08-15 15:17:00.000,,,,,,,Meteoroid Impact,,"C,16SP=6",1972-08-15,1972-08
1972-08-15 15:41:00.000,7.5,6.3,1019.0,0.8,1.5,78.0,Deep Moonquake,16,S-P=2M@15,1972-08-15,1972-08
1972-08-15 23:19:00.000,,,,,,,,,15SR@ 228/1846,1972-08-15,1972-08
1972-08-16 06:36:00.000,,,,,,,Deep Moonquake,327,M?,1972-08-16,1972-08
1972-08-16 07:12:00.000,,,,,,,,,,1972-08-16,1972-08
1972-08-16 12:29:00.000,,,,,,,,,,1972-08-16,1972-08
1972-08-16 13:23:00.000,,,,,,,,,,1972-08-16,1972-08
1972-08-16 17:40:00.000,,,,,,,,,,1972-08-16,1972-08
1972-08-16 18:20:00.000,,,,,,,,,,1972-08-16,1972-08
1972-08-16 20:22:00.000,,,,,,,,,,1972-08-16,1972-08
1972-08-16 20:44:00.000,,,,,,,,,,1972-08-16,1972-08
1972-08-16 21:35:00.000,,,,,,,,,,1972-08-16,1972-08
1972-08-16 22:57:00.000,,,,,,,,,,1972-08-16,1972-08
1972-08-16 23:28:00.000,,,,,,,Meteoroid Impact,,,1972-08-16,1972-08
1972-08-17 00:07:00.000,6.3,22.1,855.0,0.9,9.7,188.0,Deep Moonquake,230,,1972-08-17,1972-08
1972-08-17 00:27:00.000,,,,,,,,,,1972-08-17,1972-08
1972-08-17 01:50:00.000,,,,,,,,,,1972-08-17,1972-08
